Material Group,Material Category,DSNY Diversion Summary Category,Aggregate Percent,Refuse Percent,"MGP (Metal, Glass, Plastic) Percent",Paper Percent,Organics Percent,"Generator (Aggregate, Residential, Schools, NYCHA, Litter Baskets)","Residential Strata (Citywide, HDHI, HDLI, HDMI, LDHI, LDLI, LDMI, MDHI, MDLI, MDMI)","Period (Annual, Season 1, Season 2)"
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Latex Paint,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Home Medical Products,HHW,0.1%,0.2%,0.1%,0.0%,-,Residential,MDLI,Annual
HHW,Pharmaceuticals,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,MDLI,Annual
HHW,Other Potentially Harmful Wastes,HHW,0.0%,0.0%,0.2%,0.0%,-,Residential,MDLI,Annual
Paper,Newspaper,Designated Paper,0.9%,0.4%,0.7%,5.8%,-,Residential,LDHI,Annual
Paper,Plain OCC/Kraft Paper,Designated Paper,6.5%,1.8%,2.7%,53.7%,-,Residential,LDHI,Annual
Paper,High Grade Paper,Designated Paper,0.5%,0.3%,0.0%,2.7%,-,Residential,LDHI,Annual
Paper,Mixed Low Grade Paper,Designated Paper,6.6%,5.5%,3.6%,20.2%,-,Residential,LDHI,Annual
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,0.3%,0.3%,0.2%,0.4%,-,Residential,LDHI,Annual
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,8.0%,9.4%,2.6%,3.0%,-,Residential,LDHI,Annual
Paper,Other Non-recyclable Paper,Other (Non-Divertable),1.9%,2.1%,0.9%,1.2%,-,Residential,LDHI,Annual
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,0.3%,0.2%,1.4%,0.4%,-,Residential,LDHI,Annual
Paper,Shredded Paper,Designated Paper,0.7%,0.5%,0.1%,2.6%,-,Residential,LDHI,Annual
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,1.2%,0.7%,5.9%,0.4%,-,Residential,LDHI,Annual
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,0.1%,0.1%,0.5%,0.0%,-,Residential,LDHI,Annual
Plastic,#2 HDPE Natural Bottles,Designated MGP,0.3%,0.1%,1.8%,0.1%,-,Residential,LDHI,Annual
Plastic,#2 HDPE Colored Bottles,Designated MGP,0.5%,0.2%,3.2%,0.2%,-,Residential,LDHI,Annual
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,0.1%,0.0%,0.4%,0.0%,-,Residential,LDHI,Annual
Plastic,Thermoforms,Designated MGP,1.1%,0.8%,4.4%,0.4%,-,Residential,LDHI,Annual
Plastic,Other PVC,Designated MGP,0.0%,0.0%,0.2%,0.0%,-,Residential,LDHI,Annual
Plastic,Tubs & Lids,Designated MGP,0.8%,0.6%,2.6%,0.2%,-,Residential,LDHI,Annual
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),0.4%,0.4%,0.1%,0.1%,-,Residential,LDHI,Annual
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,0.3%,0.3%,0.8%,0.2%,-,Residential,LDHI,Annual
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),0.4%,0.4%,0.3%,0.1%,-,Residential,LDHI,Annual
Plastic,Film: Garbage Bags,Other (Non-Divertable),2.9%,3.2%,2.5%,0.9%,-,Residential,LDHI,Annual
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Plastic,Film: Pouches,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Plastic,Film: Oversize Items,Other (Non-Divertable),0.2%,0.2%,0.1%,0.0%,-,Residential,LDHI,Annual
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),0.6%,0.7%,0.3%,0.0%,-,Residential,LDHI,Annual
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),1.3%,1.4%,1.1%,0.6%,-,Residential,LDHI,Annual
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Plastic,Single-Use Plastics,Designated MGP,0.5%,0.5%,0.9%,0.1%,-,Residential,LDHI,Annual
Plastic,Appliances: Plastic,Designated MGP,0.2%,0.1%,1.0%,0.0%,-,Residential,LDHI,Annual
Plastic,Bulk/Rigid: Plastic,Designated MGP,0.0%,0.0%,0.1%,0.0%,-,Residential,LDHI,Annual
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,0.4%,0.2%,2.5%,0.1%,-,Residential,LDHI,Annual
Plastic,Bulk/Rigid: Other Durable,Designated MGP,0.3%,0.3%,0.5%,0.0%,-,Residential,LDHI,Annual
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,1.2%,1.2%,2.0%,0.2%,-,Residential,LDHI,Annual
Glass,Clear Container Glass,Designated MGP,1.7%,0.7%,10.0%,0.5%,-,Residential,LDHI,Annual
Glass,Green Container Glass,Designated MGP,1.1%,0.3%,7.6%,0.4%,-,Residential,LDHI,Annual
Glass,Brown Container Glass,Designated MGP,0.3%,0.1%,1.6%,0.1%,-,Residential,LDHI,Annual
Glass,Other Color Container Glass,Designated MGP,0.1%,0.0%,0.4%,0.0%,-,Residential,LDHI,Annual
Glass,Mixed Cullet,Designated MGP,0.9%,0.3%,6.6%,0.1%,-,Residential,LDHI,Annual
Glass,Other Glass,Designated MGP,0.4%,0.3%,1.1%,0.1%,-,Residential,LDHI,Annual
Metal,Aluminum Cans & Bottles,Designated MGP,0.3%,0.2%,0.9%,0.0%,-,Residential,LDHI,Annual
Metal,Aluminum Foil/Containers,Designated MGP,0.6%,0.6%,0.7%,0.0%,-,Residential,LDHI,Annual
Metal,Other Aluminum,Designated MGP,0.0%,0.0%,0.1%,0.0%,-,Residential,LDHI,Annual
Metal,Other Non-Ferrous,Designated MGP,0.1%,0.1%,0.6%,0.0%,-,Residential,LDHI,Annual
Metal,Steel/Tin Food Cans,Designated MGP,0.6%,0.3%,3.8%,0.2%,-,Residential,LDHI,Annual
Metal,Empty Aerosol Cans,Designated MGP,0.2%,0.1%,0.6%,0.0%,-,Residential,LDHI,Annual
Metal,Other Ferrous,Designated MGP,0.8%,0.4%,4.2%,0.2%,-,Residential,LDHI,Annual
Metal,Mixed Metals,Designated MGP,0.7%,0.4%,3.0%,0.1%,-,Residential,LDHI,Annual
Metal,Appliances: Ferrous,Designated MGP,0.3%,0.2%,1.6%,0.0%,-,Residential,LDHI,Annual
Metal,Appliances: Non-Ferrous,Designated MGP,0.1%,0.0%,0.9%,0.1%,-,Residential,LDHI,Annual
Organics,Yard Waste,Organics Suitable for Composting,12.0%,14.2%,0.2%,1.1%,-,Residential,LDHI,Annual
Organics,Food: Loose,Organics Suitable for Composting,11.3%,13.9%,1.0%,0.7%,-,Residential,LDHI,Annual
Organics,Food: Intact Packaging,Organics Suitable for Composting,1.2%,1.4%,0.7%,0.4%,-,Residential,LDHI,Annual
Organics,Food: Open Packaging,Organics Suitable for Composting,4.6%,5.5%,1.6%,0.3%,-,Residential,LDHI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,-,0.0%,-,-,-,NYCHA,Citywide,Annual
Organics,Food: Liquid,Organics Suitable for Composting,0.4%,0.5%,0.4%,0.1%,-,Residential,LDHI,Annual
Organics,Non-C&D Wood,Other (Non-Divertable),0.6%,0.7%,0.2%,0.1%,-,Residential,LDHI,Annual
Organics,Textiles: Non-Clothing,Textiles,1.7%,2.1%,0.3%,0.1%,-,Residential,LDHI,Annual
Organics,Textiles: Woven Bags,Textiles,0.2%,0.2%,0.1%,0.1%,-,Residential,LDHI,Annual
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.6%,0.7%,0.1%,0.0%,-,Residential,LDHI,Annual
Organics,Textiles: Clothing - Non-Stretchy,Textiles,1.0%,1.3%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Shoes/Rubber/Leather,Textiles,1.0%,1.2%,0.4%,0.0%,-,Residential,LDHI,Annual
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.2%,0.3%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.1%,0.1%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.2%,0.3%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.3%,0.3%,0.0%,0.0%,-,Residential,LDHI,Annual
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),3.8%,4.7%,0.3%,0.1%,-,Residential,LDHI,Annual
Organics,Animal By-Products,Other (Non-Divertable),2.9%,3.6%,0.3%,0.2%,-,Residential,LDHI,Annual
Organics,Garden Hoses,Other (Non-Divertable),0.1%,0.1%,0.2%,0.0%,-,Residential,LDHI,Annual
Organics,Fines,Other (Non-Divertable),2.9%,3.2%,3.1%,0.4%,-,Residential,LDHI,Annual
Organics,Miscellaneous Organics,Other (Non-Divertable),1.0%,1.2%,0.1%,0.0%,-,Residential,LDHI,Annual
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.3%,0.2%,0.6%,0.0%,-,Residential,LDHI,Annual
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.3%,0.3%,0.6%,0.0%,-,Residential,LDHI,Annual
Electronics,Computer Monitors,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Electronics,Televisions,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
Electronics,Other Computer Equipment,E-Waste,0.1%,0.2%,0.0%,0.0%,-,Residential,LDHI,Annual
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,0.9%,1.1%,0.0%,0.0%,-,Residential,LDHI,Annual
C&D,Treated/Contaminated/ Composite Wood,C & D,0.8%,1.0%,0.1%,0.0%,-,Residential,LDHI,Annual
C&D,Other C&D Debris Not Elsewhere Classified,C & D,2.9%,3.5%,0.8%,0.1%,-,Residential,LDHI,Annual
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),1.3%,1.4%,1.1%,0.2%,-,Residential,LDHI,Annual
HHW,Pesticides/Herbicides/Rodenticides,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Oil Filters,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Antifreeze,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Wet-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Latex Paint,HHW,0.0%,0.0%,0.2%,0.0%,-,Residential,LDHI,Annual
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.1%,0.0%,-,Residential,LDHI,Annual
HHW,Home Medical Products,HHW,0.2%,0.2%,0.1%,0.1%,-,Residential,LDHI,Annual
HHW,Pharmaceuticals,HHW,0.1%,0.1%,0.0%,0.0%,-,Residential,LDHI,Annual
HHW,Other Potentially Harmful Wastes,HHW,0.0%,0.0%,0.1%,0.0%,-,Residential,LDHI,Annual
Paper,Newspaper,Designated Paper,0.7%,0.4%,0.5%,4.0%,-,Residential,LDMI,Annual
Paper,Plain OCC/Kraft Paper,Designated Paper,6.8%,2.2%,3.5%,58.1%,-,Residential,LDMI,Annual
Paper,High Grade Paper,Designated Paper,0.3%,0.3%,0.1%,0.9%,-,Residential,LDMI,Annual
Paper,Mixed Low Grade Paper,Designated Paper,6.1%,5.2%,4.0%,18.3%,-,Residential,LDMI,Annual
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,0.2%,0.2%,0.2%,0.5%,-,Residential,LDMI,Annual
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,8.4%,9.6%,2.7%,3.2%,-,Residential,LDMI,Annual
Paper,Other Non-recyclable Paper,Other (Non-Divertable),1.6%,1.8%,0.9%,1.0%,-,Residential,LDMI,Annual
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,0.3%,0.2%,1.5%,0.3%,-,Residential,LDMI,Annual
Paper,Shredded Paper,Designated Paper,0.4%,0.2%,0.2%,2.6%,-,Residential,LDMI,Annual
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,1.4%,1.0%,6.1%,0.3%,-,Residential,LDMI,Annual
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,0.1%,0.0%,0.5%,0.0%,-,Residential,LDMI,Annual
Plastic,#2 HDPE Natural Bottles,Designated MGP,0.4%,0.2%,2.3%,0.1%,-,Residential,LDMI,Annual
Plastic,#2 HDPE Colored Bottles,Designated MGP,0.5%,0.2%,3.6%,0.1%,-,Residential,LDMI,Annual
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,0.1%,0.1%,0.4%,0.0%,-,Residential,LDMI,Annual
Plastic,Thermoforms,Designated MGP,1.2%,0.9%,4.4%,0.3%,-,Residential,LDMI,Annual
Plastic,Other PVC,Designated MGP,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Plastic,Tubs & Lids,Designated MGP,0.8%,0.6%,2.7%,0.2%,-,Residential,LDMI,Annual
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),0.4%,0.4%,0.1%,0.2%,-,Residential,LDMI,Annual
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,0.3%,0.3%,0.8%,0.1%,-,Residential,LDMI,Annual
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),0.6%,0.7%,0.3%,0.1%,-,Residential,LDMI,Annual
Plastic,Film: Garbage Bags,Other (Non-Divertable),3.4%,3.7%,3.1%,1.1%,-,Residential,LDMI,Annual
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Plastic,Film: Pouches,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Plastic,Film: Oversize Items,Other (Non-Divertable),0.4%,0.4%,0.2%,0.1%,-,Residential,LDMI,Annual
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),0.4%,0.5%,0.3%,0.0%,-,Residential,LDMI,Annual
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),1.5%,1.7%,0.9%,0.4%,-,Residential,LDMI,Annual
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Plastic,Single-Use Plastics,Designated MGP,0.7%,0.7%,0.9%,0.1%,-,Residential,LDMI,Annual
Plastic,Appliances: Plastic,Designated MGP,0.1%,0.0%,1.0%,0.2%,-,Residential,LDMI,Annual
Plastic,Bulk/Rigid: Plastic,Designated MGP,0.0%,0.0%,0.2%,0.0%,-,Residential,LDMI,Annual
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,0.5%,0.3%,2.4%,0.4%,-,Residential,LDMI,Annual
Plastic,Bulk/Rigid: Other Durable,Designated MGP,0.3%,0.2%,0.9%,0.1%,-,Residential,LDMI,Annual
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,0.8%,0.7%,2.1%,0.4%,-,Residential,LDMI,Annual
Glass,Clear Container Glass,Designated MGP,1.5%,0.8%,8.8%,0.5%,-,Residential,LDMI,Annual
Glass,Green Container Glass,Designated MGP,0.9%,0.4%,6.0%,0.1%,-,Residential,LDMI,Annual
Glass,Brown Container Glass,Designated MGP,0.3%,0.2%,1.5%,0.1%,-,Residential,LDMI,Annual
Glass,Other Color Container Glass,Designated MGP,0.1%,0.0%,0.3%,0.0%,-,Residential,LDMI,Annual
Glass,Mixed Cullet,Designated MGP,1.1%,0.5%,7.1%,0.1%,-,Residential,LDMI,Annual
Glass,Other Glass,Designated MGP,0.3%,0.2%,1.0%,0.1%,-,Residential,LDMI,Annual
Metal,Aluminum Cans & Bottles,Designated MGP,0.3%,0.3%,0.8%,0.0%,-,Residential,LDMI,Annual
Metal,Aluminum Foil/Containers,Designated MGP,0.8%,0.9%,0.9%,0.1%,-,Residential,LDMI,Annual
Metal,Other Aluminum,Designated MGP,0.1%,0.1%,0.2%,0.1%,-,Residential,LDMI,Annual
Metal,Other Non-Ferrous,Designated MGP,0.2%,0.2%,0.7%,0.0%,-,Residential,LDMI,Annual
Metal,Steel/Tin Food Cans,Designated MGP,0.8%,0.4%,4.3%,0.2%,-,Residential,LDMI,Annual
Metal,Empty Aerosol Cans,Designated MGP,0.2%,0.1%,0.6%,0.0%,-,Residential,LDMI,Annual
Metal,Other Ferrous,Designated MGP,0.9%,0.7%,3.7%,0.3%,-,Residential,LDMI,Annual
Metal,Mixed Metals,Designated MGP,0.7%,0.4%,3.2%,0.4%,-,Residential,LDMI,Annual
Metal,Appliances: Ferrous,Designated MGP,0.2%,0.1%,1.0%,0.0%,-,Residential,LDMI,Annual
Metal,Appliances: Non-Ferrous,Designated MGP,0.0%,0.0%,0.2%,0.0%,-,Residential,LDMI,Annual
Organics,Yard Waste,Organics Suitable for Composting,7.4%,8.5%,0.2%,0.3%,-,Residential,LDMI,Annual
Organics,Food: Loose,Organics Suitable for Composting,14.5%,17.4%,1.3%,0.7%,-,Residential,LDMI,Annual
Organics,Food: Intact Packaging,Organics Suitable for Composting,1.6%,1.8%,1.0%,0.1%,-,Residential,LDMI,Annual
Organics,Food: Open Packaging,Organics Suitable for Composting,4.9%,5.7%,1.7%,0.4%,-,Residential,LDMI,Annual
Organics,Food: Liquid,Organics Suitable for Composting,0.4%,0.5%,0.4%,0.1%,-,Residential,LDMI,Annual
Organics,Non-C&D Wood,Other (Non-Divertable),0.6%,0.6%,0.3%,0.2%,-,Residential,LDMI,Annual
Organics,Textiles: Non-Clothing,Textiles,2.0%,2.3%,0.5%,0.1%,-,Residential,LDMI,Annual
Organics,Textiles: Woven Bags,Textiles,0.3%,0.4%,0.1%,0.0%,-,Residential,LDMI,Annual
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.9%,1.1%,0.1%,0.1%,-,Residential,LDMI,Annual
Organics,Textiles: Clothing - Non-Stretchy,Textiles,0.9%,1.1%,0.1%,0.2%,-,Residential,LDMI,Annual
Organics,Shoes/Rubber/Leather,Textiles,0.9%,1.0%,0.4%,0.1%,-,Residential,LDMI,Annual
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.2%,0.2%,0.0%,0.0%,-,Residential,LDMI,Annual
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.3%,0.4%,0.0%,0.0%,-,Residential,LDMI,Annual
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.2%,0.2%,0.0%,0.0%,-,Residential,LDMI,Annual
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),5.3%,6.4%,0.3%,0.7%,-,Residential,LDMI,Annual
Organics,Animal By-Products,Other (Non-Divertable),1.6%,1.9%,0.1%,0.3%,-,Residential,LDMI,Annual
Organics,Garden Hoses,Other (Non-Divertable),0.0%,0.0%,0.1%,0.0%,-,Residential,LDMI,Annual
Organics,Fines,Other (Non-Divertable),2.9%,3.1%,3.2%,0.5%,-,Residential,LDMI,Annual
Organics,Miscellaneous Organics,Other (Non-Divertable),1.1%,1.4%,0.1%,0.0%,-,Residential,LDMI,Annual
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.1%,0.1%,0.2%,0.0%,-,Residential,LDMI,Annual
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.4%,0.4%,0.7%,0.1%,-,Residential,LDMI,Annual
Electronics,Computer Monitors,E-Waste,0.0%,0.1%,0.0%,0.0%,-,Residential,LDMI,Annual
Electronics,Televisions,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
Electronics,Other Computer Equipment,E-Waste,0.1%,0.1%,0.0%,0.0%,-,Residential,LDMI,Annual
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,0.4%,0.5%,0.0%,0.0%,-,Residential,LDMI,Annual
C&D,Treated/Contaminated/ Composite Wood,C & D,1.1%,1.3%,0.1%,0.0%,-,Residential,LDMI,Annual
C&D,Other C&D Debris Not Elsewhere Classified,C & D,2.7%,3.3%,0.4%,0.0%,-,Residential,LDMI,Annual
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),1.4%,1.5%,1.0%,0.6%,-,Residential,LDMI,Annual
HHW,Pesticides/Herbicides/Rodenticides,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Oil Filters,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Antifreeze,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Wet-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Latex Paint,HHW,0.0%,0.0%,0.1%,0.0%,-,Residential,LDMI,Annual
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,LDMI,Annual
HHW,Home Medical Products,HHW,0.1%,0.1%,0.1%,0.1%,-,Residential,LDMI,Annual
HHW,Pharmaceuticals,HHW,0.1%,0.1%,0.0%,0.3%,-,Residential,LDMI,Annual
HHW,Other Potentially Harmful Wastes,HHW,0.1%,0.2%,0.1%,0.0%,-,Residential,LDMI,Annual
Paper,Newspaper,Designated Paper,0.3%,0.2%,0.2%,1.4%,-,Residential,LDLI,Annual
Paper,Plain OCC/Kraft Paper,Designated Paper,5.9%,2.1%,5.9%,62.0%,-,Residential,LDLI,Annual
Paper,High Grade Paper,Designated Paper,0.3%,0.3%,0.2%,0.7%,-,Residential,LDLI,Annual
Paper,Mixed Low Grade Paper,Designated Paper,6.2%,5.7%,3.6%,17.4%,-,Residential,LDLI,Annual
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,0.3%,0.3%,0.1%,0.4%,-,Residential,LDLI,Annual
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,8.3%,9.4%,2.1%,3.4%,-,Residential,LDLI,Annual
Paper,Other Non-recyclable Paper,Other (Non-Divertable),1.5%,1.5%,1.2%,1.9%,-,Residential,LDLI,Annual
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,0.5%,0.3%,1.9%,0.3%,-,Residential,LDLI,Annual
Paper,Shredded Paper,Designated Paper,0.2%,0.1%,0.0%,2.4%,-,Residential,LDLI,Annual
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,1.9%,1.3%,8.0%,0.6%,-,Residential,LDLI,Annual
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,0.1%,0.1%,0.5%,0.0%,-,Residential,LDLI,Annual
Plastic,#2 HDPE Natural Bottles,Designated MGP,0.5%,0.2%,2.7%,0.2%,-,Residential,LDLI,Annual
Plastic,#2 HDPE Colored Bottles,Designated MGP,0.7%,0.3%,3.8%,0.2%,-,Residential,LDLI,Annual
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,0.1%,0.1%,0.6%,0.0%,-,Residential,LDLI,Annual
Plastic,Thermoforms,Designated MGP,1.2%,1.0%,3.1%,0.3%,-,Residential,LDLI,Annual
Plastic,Other PVC,Designated MGP,0.0%,0.1%,0.0%,0.0%,-,Residential,LDLI,Annual
Plastic,Tubs & Lids,Designated MGP,0.7%,0.6%,1.8%,0.1%,-,Residential,LDLI,Annual
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),0.3%,0.3%,0.2%,0.2%,-,Residential,LDLI,Annual
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,0.3%,0.3%,0.6%,0.2%,-,Residential,LDLI,Annual
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),0.7%,0.8%,0.2%,0.1%,-,Residential,LDLI,Annual
Plastic,Film: Garbage Bags,Other (Non-Divertable),3.6%,3.7%,3.6%,1.5%,-,Residential,LDLI,Annual
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDLI,Annual
Plastic,Film: Pouches,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,LDLI,Annual
